,Zone,Exact position,Action 1,Outcome 1,Action 2,Outcome 2,Reward,d_predicted,d_test,Exploration rate
160,3,2.3715930437136343,3,-1.0,0,3.0,6.267774077528543e-10,2.8012521266937256,2.113350409640553,-7.528699885739343e-16
161,1,1.9403312682172682,3,-1.0,0,1.0,8.708165103233131e-22,2.1320691108703613,4.200338260507922,-7.528699885739343e-16
162,1,1.3457533866119784,3,-1.0,0,1.0,0.009182748384773731,2.192004919052124,1.900899386142423,-7.528699885739343e-16
163,1,0.8433725863972765,3,-1.0,0,1.0,0.0,2.2516708374023438,0.21345057953329188,-7.528699885739343e-16
164,7,6.389680434016465,2,-1.0,0,7.0,1.3063003316104184e-33,4.891275882720947,12.714425657588702,-7.528699885739343e-16
165,3,2.713146653353347,1,-1.0,0,3.0,0.12109890580177307,2.428194046020508,2.201961957466854,-7.528699885739343e-16
166,7,6.144917709443553,1,-1.0,0,7.0,3.035110580640321e-07,5.113229274749756,7.042364405855061,-7.528699885739343e-16
167,3,2.432349609522193,1,-1.0,0,3.0,0.0,2.443087339401245,0.8281899047268995,-7.528699885739343e-16
168,5,4.439382597085085,1,-1.0,0,5.0,6.852222334229112e-28,3.7621920108795166,8.535513066978456,-7.528699885739343e-16
169,1,1.2051942401813511,1,1.2051942401813511,0,1.0,0.0,0.9413756132125854,0.5313610818941845,-7.528699885739343e-16
170,1,1.9053852343932218,1,1.9053852343932218,0,1.0,0.0,0.9001261591911316,3.9930769028591437,-7.528699885739343e-16
171,7,6.482663065634399,1,-1.0,0,7.0,7.21904619416236e-11,5.2419538497924805,7.962859141261143,-7.528699885739343e-16
172,1,1.1176849829785245,3,-1.0,0,1.0,0.0,2.2877140045166016,0.3163558688984022,-7.528699885739343e-16
173,1,1.43742694127875,1,1.43742694127875,0,1.0,1.378136682267685e-37,0.8820899128913879,2.530671563194431,-7.528699885739343e-16
174,1,1.479926981997958,2,-1.0,0,1.0,4.503346286156299e-17,1.769784927368164,1.2343186881317796,-7.528699885739343e-16
175,5,4.843868811726323,3,4.843868811726323,0,5.0,0.08858735859394073,3.5953822135925293,3.238833377442845,-7.528699885739343e-16
176,1,0.8292746196235634,3,-1.0,0,1.0,0.0,2.3186583518981934,0.7946505637842737,-7.528699885739343e-16
177,3,2.093306478092476,3,-1.0,0,3.0,1.2710250302916393e-05,3.1181530952453613,2.5198944484768204,-7.528699885739343e-16
178,1,0.8311859437453695,3,-1.0,0,1.0,0.0,2.326284885406494,0.7646930046341802,-7.528699885739343e-16
179,3,2.5706725800391594,3,-1.0,0,3.0,0.0,3.1636745929718018,1.6238904154708813,-7.528699885739343e-16
180,5,4.0008981706796,3,4.0008981706796,0,5.0,1.875360135649356e-20,3.779311418533325,7.2202159683992555,-7.528699885739343e-16
181,7,6.472293521057751,1,-1.0,0,7.0,7.707056659178028e-24,5.692590713500977,11.75786704535904,-7.528699885739343e-16
182,1,0.9747353723530914,3,-1.0,0,1.0,0.0,2.3397581577301025,0.3364401657767034,-7.528699885739343e-16
183,1,1.434895674516243,2,-1.0,0,1.0,4.781224642751484e-16,1.779391884803772,3.06781205563336,-7.528699885739343e-16
184,3,3.128084679734588,1,-1.0,0,3.0,5.568317253862497e-18,2.779263734817505,5.013993074438215,-7.528699885739343e-16
185,1,0.993340764630508,3,-1.0,0,1.0,0.0,2.3212051391601562,0.34184031574389523,-7.528699885739343e-16
186,5,5.455470780642927,2,-1.0,0,5.0,1.2304296433285344e-05,4.22776460647583,3.4156693402479967,-7.528699885739343e-16
187,1,1.2625072833090596,1,1.2625072833090596,0,1.0,0.00014057451335247606,1.0490236282348633,0.866537949889583,-7.528699885739343e-16
188,1,1.303521926917163,3,-1.0,0,1.0,3.1557860193739165e-17,2.3112683296203613,1.6096757618033657,-7.528699885739343e-16
189,1,0.8490396305648649,2,-1.0,0,1.0,1.0019098951803712e-21,1.7927303314208984,1.2018093245550083,-7.528699885739343e-16
190,1,1.0789847325960815,1,1.0789847325960815,0,1.0,4.3375516873577334e-26,1.01974618434906,2.218623257308205,-7.528699885739343e-16
191,3,2.783663652826897,3,-1.0,0,3.0,6.813168624966448e-38,3.2638142108917236,1.9731205685850361,-7.528699885739343e-16
192,1,0.896420123242911,2,-1.0,0,1.0,0.0,1.8130947351455688,0.5745816379091304,-7.528699885739343e-16
193,1,1.6989256390794394,1,1.6989256390794394,0,1.0,0.0,0.9778794050216675,3.506692930890912,-7.528699885739343e-16
194,1,1.2553980288859032,3,-1.0,0,1.0,6.919245558456577e-12,2.3017232418060303,1.69437959074295,-7.528699885739343e-16
195,1,1.7706029742440197,2,-1.0,0,1.0,0.0,1.8328012228012085,0.5257603888078155,-7.528699885739343e-16
196,1,0.9633941575934067,1,0.9633941575934067,0,1.0,0.0,1.1340667009353638,0.520548222832947,-7.528699885739343e-16
197,3,2.2903637260484824,3,-1.0,0,3.0,5.72614717726093e-26,3.3053359985351562,2.1476003811464537,-7.528699885739343e-16
198,7,7.858480572931055,2,-1.0,0,7.0,1.362134580476515e-12,5.951252460479736,9.440553805237817,-7.528699885739343e-16
199,7,6.361575317176675,1,-1.0,0,7.0,9.090051302819424e-14,6.141899108886719,10.027354326528434,-7.528699885739343e-16
